pipeline_id,cluster,request_received,original_start_date,request_type,client_priority,client,engagement_manager,likely_start_date,start_date_confirmed,number_of_weeks_raw,deal_stage,solution,priority,status,resources_requested_raw,pct_raw,skillset,sow_signed_raw,comments,canonical_role,allocation_pct,sow_signed,demand_bucket,duration_weeks,likely_end_date
PIPE_0100,3,23-05-2026,08-06-2026,,Bronze,,,06-07-2026,,,,,Low,Not Resourced,SE  ,100,"security groups, Network Security, SAST & DAST",No,From D&D phase,Software Engineer,100.0,False,speculative,16.0,26-10-2026
PIPE_0101,3,23-05-2026,08-06-2026,,Bronze,,,06-07-2026,,,,,Low,Not Resourced,SE  ,100,"Programming Languages - Familiarity with scripting languages for automation., Business Acumen - Understanding of business processes and metrics to align BI solutions with business goals and strategies., Data Warehousing- Understanding of data warehousing concepts and architecture.",No,From D&D phase,Software Engineer,100.0,False,speculative,16.0,26-10-2026
PIPE_0102,1,,08-06-2026,,,Lexus,,08-06-2026,,,,,Urgent,Not Resourced,SE,100,"LlamaIndex, Survival Analysis (CPH), ML Flow",No,,Software Engineer,100.0,False,speculative,16.0,28-09-2026
PIPE_0103,2,02-06-2026,08-06-2026,New Request,Gold,BYD,,29-06-2026,No,4,SOW Pending Signature,Value Creation,High,Not Resourced,P,50,,No,,Principal,50.0,False,speculative,4.0,27-07-2026
PIPE_0104,2,02-06-2026,08-06-2026,,Gold,,,29-06-2026,,,,,High,Not Resourced,SC (EM),50,,No," tbd in cluster, likely best fit is Ethan Francis",Solution Consultant,50.0,False,speculative,16.0,19-10-2026
PIPE_0105,2,02-06-2026,08-06-2026,,Gold,,,29-06-2026,,,,,High,Not Resourced,C  ,100,,No,potentially timing would work with Freddie Merret coming off HKA,Consultant,100.0,False,speculative,16.0,19-10-2026
PIPE_0106,2,,08-06-2026,,,,,29-06-2026,,,,,High,Not Resourced,SC  ,50,,No,,Solution Consultant,50.0,False,speculative,16.0,19-10-2026
PIPE_0107,2,02-06-2026,08-06-2026,,Gold,,,29-06-2026,,,,,High,Not Resourced,SSE,100,"Pipeline design principles, Workspace, environment & compute management, Project scoping & planning",No,Data Scientist Engineer,Senior Software Engineer,100.0,False,speculative,16.0,19-10-2026
PIPE_0108,2,02-06-2026,08-06-2026,,Gold,,,29-06-2026,,,,,High,Not Resourced,SSE,100,"Programming Languages - Familiarity with scripting languages for automation., Problem-Solving Skills - Proficiency in identifying issues and developing solutions with creative thinking to approach problems from different angles., SQL Proficiency-Ability to write complex queries and optimize them for performance.",No,Data Scientist Engineer,Senior Software Engineer,100.0,False,speculative,16.0,19-10-2026
PIPE_0109,4,03-06-2026,08-06-2026,,,Toyata,,15-06-2026,,,Replacement,,Urgent,Not Resourced,SC or C - EM,50,,No,,Solution Consultant,50.0,False,speculative,16.0,05-10-2026
PIPE_0110,4,03-06-2026,08-06-2026,,Gold,Chevy,,15-06-2026,No ,Build the Proposition,Build the Proposition,Core Reporting,Complete,Resourced,AP,12.5,,No,,Associate Partner,12.5,False,speculative,16.0,05-10-2026
PIPE_0111,4,03-06-2026,08-06-2026,,Gold,,,15-06-2026,,,,,Complete,Resourced,PA  ,12.5,,No,,Associate Partner,12.5,False,speculative,16.0,05-10-2026
PIPE_0112,4,03-06-2026,08-06-2026,,Gold,,,15-06-2026,,,,,Complete,Resourced,M,50,,No,,Manager,50.0,False,speculative,16.0,05-10-2026
PIPE_0113,4,03-06-2026,08-06-2026,,Gold,,,15-06-2026,,,,,Complete,Resourced,SAC,100,,No,,Senior Associate Consultant,100.0,False,speculative,16.0,05-10-2026
PIPE_0114,4,03-06-2026,08-06-2026,,Gold,,,15-06-2026,,,,,Complete,Resourced,Sol Con  ,50,"Project Management - Skills in planning, executing, and managing projects to meet deadlines and manage resources effectively., Adaptability - Flexibility to adapt to changing client needs and environments., Project Management - Skills in planning, executing, and managing projects to meet deadlines and manage resources effectively.",No,,Solution Consultant,50.0,False,speculative,16.0,05-10-2026
PIPE_0115,4,03-06-2026,08-06-2026,,Gold,,,15-06-2026,,,,,Complete,Resourced,Enabler  ,100,"GraphQL, JavaScript, API Security best practices",No,,Solutions Enabler,100.0,False,speculative,16.0,05-10-2026
PIPE_0116,4,03-06-2026,08-06-2026,,Gold,,,15-06-2026,,,,,Urgent,Not Resourced,SSE,100,"Kubernetes, security groups, Tracing",No,,Senior Software Engineer,100.0,False,speculative,16.0,05-10-2026
PIPE_0117,3,04-06-2026,13-07-2026,,Bronze,RE,,13-07-2026,,,,,Low,Not Resourced,EM,50,,No,,Solution Consultant,50.0,False,speculative,16.0,02-11-2026
PIPE_0118,3,04-06-2026,13-07-2026,,Bronze,,,13-07-2026,,,,,Low,Not Resourced,SAC or AC,100,,No,,Associate Consultant,100.0,False,speculative,16.0,02-11-2026
PIPE_0119,3,04-06-2026,13-07-2026,Next phase,Bronze,,,13-07-2026,,,Make it Real,,Low,Not Resourced,Enabler,100,"Multi-job execution control, Rate limiting & throttling strategies, Browser automation",No,,Solutions Enabler,100.0,False,speculative,16.0,02-11-2026
PIPE_0120,3,04-06-2026,13-07-2026,,Bronze,,,13-07-2026,,,,,Low,Not Resourced,SE,100,"RBAC / RLD & PII handling, GCP, Snowflake with dbt",No,,Software Engineer,100.0,False,speculative,16.0,02-11-2026
PIPE_0121,3,04-06-2026,13-07-2026,,Bronze,,,13-07-2026,,,,,Low,Not Resourced,SE,100,"Branching, ShadCN, Commits, diffs and history",No,,Software Engineer,100.0,False,speculative,16.0,02-11-2026
PIPE_0122,3,04-06-2026,13-07-2026,,Bronze,,,13-07-2026,,,,,Low,Not Resourced,SE,100,"RBAC / RLD & PII handling, Security by-design, Data Quality checks & Validation",No,,Software Engineer,100.0,False,speculative,16.0,02-11-2026
PIPE_0123,3,09-06-2026,22-06-2026,,Gold,Porsche,,22-06-2026,,,Build the Proposition,,Complete,Resourced,P ,12.5,,No,,Principal,12.5,False,speculative,16.0,12-10-2026
PIPE_0124,3,09-06-2026,22-06-2026,,Gold,,,22-06-2026,,,,,Complete,Resourced,M,50,,No,,Manager,50.0,False,speculative,16.0,12-10-2026
PIPE_0125,3,09-06-2026,22-06-2026,,Gold,,,22-06-2026,,,,,Complete,Resourced,AC,100,,No,,Associate Consultant,100.0,False,speculative,16.0,12-10-2026
PIPE_0126,3,09-06-2026,22-06-2026,,Gold,,,22-06-2026,No ,,,,Complete,Resourced,Sol Con,100,"Context orchestration across workflows, Distribution and Statistical messres, AWS Lambda",No,,Solution Consultant,100.0,False,speculative,16.0,12-10-2026
PIPE_0127,3,09-06-2026,22-06-2026,Next phase,Gold,,,22-06-2026,,,,,Complete,Resourced,Enabler,100,"Technical Skills - Familiarity with relevant tools and technologies specific to the consulting field.

Proficiency in data analysis software, project management tools, or CRM systems., Data Modelling - Skills in designing and implementing data models., Analytical Skills - Strong analytical and problem-solving skills to interpret complex data sets and derive actionable insights.",No,,Solutions Enabler,100.0,False,speculative,16.0,12-10-2026
PIPE_0128,3,09-06-2026,22-06-2026,,Gold,,,22-06-2026,,,,,Complete,Resourced,SSE  ,100,"Monitoring, Logging, Tracing",No,,Senior Software Engineer,100.0,False,speculative,16.0,12-10-2026
PIPE_0129,3,09-06-2026,22-06-2026,,Gold,,,22-06-2026,,,,,Complete,Resourced,AC (UK),100,,No,ideally someone with PowerBI and client facing experience,Associate Consultant,100.0,False,speculative,16.0,12-10-2026
PIPE_0130,3,09-06-2026,22-06-2026,,Gold,,,22-06-2026,,,,,Complete,Resourced,PA,12.5,,No,,Associate Partner,12.5,False,speculative,16.0,12-10-2026
PIPE_0131,3,09-06-2026,22-06-2026,,Gold,,,22-06-2026,,,,,Complete,Resourced,Enabler,100,"Business Acumen - Understanding of business processes and metrics to align BI solutions with business goals and strategies., Data Visualization Tools - Experience with BI tools like Tableau, Power BI, or QlikView., Data Visualization Tools - Experience with BI tools like Tableau, Power BI, or QlikView.",No,,Solutions Enabler,100.0,False,speculative,16.0,12-10-2026
PIPE_0132,3,09-06-2026,22-06-2026,,Gold,,,22-06-2026,,,,,Urgent,Not Resourced,SSE  ,100,"Data observability, Layering & SCD implementations, Python",No,,Senior Software Engineer,100.0,False,speculative,16.0,12-10-2026
PIPE_0133,1,10-06-2026,06-07-2026,,Other,Mini,,06-07-2026,No ,5,Propose & Negotiate,Data Advisory,Medium,Not Resourced,AP,12.5,,No,,Associate Partner,12.5,False,speculative,5.0,10-08-2026
PIPE_0134,1,10-06-2026,06-07-2026,,Other,,,06-07-2026,,,,,Medium,Not Resourced,M,50,,No,,Manager,50.0,False,speculative,16.0,26-10-2026
PIPE_0135,1,10-06-2026,06-07-2026,New Request,Other,,,06-07-2026,,,,,Medium,Not Resourced,C,100,,No,,Consultant,100.0,False,speculative,16.0,26-10-2026
PIPE_0136,1,10-06-2026,06-07-2026,,Other,,,06-07-2026,,,,,Medium,Not Resourced,PA,25,,No,,Associate Partner,25.0,False,speculative,16.0,26-10-2026
PIPE_0137,1,10-06-2026,06-07-2026,,Other,,,06-07-2026,,,,,Medium,Not Resourced,Sol Con,75,"Data Visualization Tools - Experience with BI tools like Tableau, Power BI, or QlikView., Data Visualization Tools - Experience with BI tools like Tableau, Power BI, or QlikView., Analytical Skills - Strong analytical and problem-solving skills to interpret complex data sets and derive actionable insights.",No,,Solution Consultant,75.0,False,speculative,16.0,26-10-2026
PIPE_0138,1,10-06-2026,06-07-2026,,Other,,,06-07-2026,,,,,Medium,Not Resourced,SSE,100,"Dimensional, Lakehouse & Warehouse Architecture patterns, Snowflake with dbt",No,,Senior Software Engineer,100.0,False,speculative,16.0,26-10-2026
PIPE_0139,4,10-06-2026,08-06-2026,,Silver,Mercedes,,15-06-2026,,,Build the Proposition,,Complete,Resourced,P,12.5,,No,,Principal,12.5,False,speculative,16.0,05-10-2026
PIPE_0140,4,10-06-2026,08-06-2026,,Silver,,,15-06-2026,,,,,Complete,Resourced,M,25,,No,,Manager,25.0,False,speculative,16.0,05-10-2026
PIPE_0141,4,10-06-2026,08-06-2026,,Silver,,,15-06-2026,,,,,Complete,Resourced,C,50,,No,,Consultant,50.0,False,speculative,16.0,05-10-2026
PIPE_0142,4,10-06-2026,08-06-2026,,Silver,,,15-06-2026,,,,,Complete,Resourced,AC,100,,No,,Associate Consultant,100.0,False,speculative,16.0,05-10-2026
PIPE_0143,4,10-06-2026,08-06-2026,,Silver,,,15-06-2026,,,,,Complete,Resourced,SSE ,100,"Data Modelling - Skills in designing and implementing data models., Data Modelling - Skills in designing and implementing data models., Adaptability - Flexibility to adapt to changing client needs and environments.",No,,Senior Software Engineer,100.0,False,speculative,16.0,05-10-2026
PIPE_0144,4,10-06-2026,08-06-2026,,Silver,,,15-06-2026,Yes,,,,Urgent,Not Resourced,Enabler,100,"Workspace, environment & compute management, Logging, auditing & Lineage, SQL",No,Enabler or equivalent Snr Engineer - 100% - Fabric experience required - Strong enabler with fabric experience required to support Saurabh in the SC role,Solutions Enabler,100.0,False,speculative,16.0,05-10-2026
PIPE_0145,4,10-06-2026,08-06-2026,,Silver,,,15-06-2026,,,,,Complete,Resourced,PA  ,25,,No,"for the first 6w to support architecture decision-making, decreasing to 12.5% after this ",Associate Partner,25.0,False,speculative,16.0,05-10-2026
PIPE_0146,4,10-06-2026,08-06-2026,,Silver,,,15-06-2026,,,,,Complete,Resourced,SE,100,"Data Warehousing- Understanding of data warehousing concepts and architecture., SQL Proficiency-Ability to write complex queries and optimize them for performance., Understanding of how to handle large volumes of data. - Handelling large data volumes",No,Platform Engineer,Software Engineer,100.0,False,speculative,16.0,05-10-2026
PIPE_0147,4,10-06-2026,08-06-2026,,Silver,,,22-06-2026,,,,,Complete,Resourced,Sol Con,50,"Time Management - Strong organizational skills to manage multiple projects and priorities., SQL Proficiency-Ability to write complex queries and optimize them for performance., Business Acumen - Understanding of business operations and financial principles.",No,"ARR reporting & fabric experience required (or relevant tech stack e.g. databricks so they know what/how to set up in a datalake), responsibilities to include advising on data model, logic design, logic review and implementation",Solution Consultant,50.0,False,speculative,16.0,12-10-2026
PIPE_0148,4,10-06-2026,08-06-2026,,Silver,,,22-06-2026,,,,,High,Not Resourced,SSE,100,"Prompt templates and reusable prompts, Survival Analysis (CPH), Pandas, Numpy",No,"data engineering experience required, Fabric experience preferred but not required as long as we have an Enabler with Fabric experience",Senior Software Engineer,100.0,False,speculative,16.0,12-10-2026
PIPE_0149,4,10-06-2026,08-06-2026,,Silver,,,22-06-2026,,,,,High,Not Resourced,SE,100,"Multi-agent orchestration, Amazon S3, Chroma",No,w1-6 to support customer data remediation workstream,Software Engineer,100.0,False,speculative,16.0,12-10-2026
PIPE_0150,4,10-06-2026,08-06-2026,,Silver,Ford,,03-08-2026,,,,,Low,Not Resourced,SSE,100,"Technical Skills - Familiarity with relevant tools and technologies specific to the consulting field.

Proficiency in data analysis software, project management tools, or CRM systems., Understanding of how to handle large volumes of data. - Handelling large data volumes, Technical Skills - Familiarity with relevant tools and technologies specific to the consulting field.

Proficiency in data analysis software, project management tools, or CRM systems.",No,PBI Engineer,Senior Software Engineer,100.0,False,speculative,16.0,23-11-2026
PIPE_0151,2,15-06-2026,22-06-2026,Next phase - additional resources,Other,Tesla,,22-06-2026,,,Build the proposition,,Urgent,Not Resourced,Sol Con,100,"Data model understanding, Playwright & Selenium, Rate limiting & throttling strategies",No,,Solution Consultant,100.0,False,speculative,16.0,12-10-2026
PIPE_0152,2,15-06-2026,22-06-2026,,Other,,,01-07-2026,,,,,Urgent,Not Resourced,Enabler,100,"Pinecone, Python, Kubeflow",No,,Solutions Enabler,100.0,False,speculative,16.0,21-10-2026
PIPE_0153,2,15-06-2026,22-06-2026,,Other,,,22-06-2026,,,,,Urgent,Not Resourced,SSE,100,"security groups, Terraform, Tracing",No,,Senior Software Engineer,100.0,False,speculative,16.0,12-10-2026
PIPE_0154,1,12-06-2026,22-06-2026,,Silver,Cadillac,,15-06-2026,Yes,2,Signed,,Urgent,Not Resourced,Enabler,12.5,"Deployment troubleshooting, Jenkins, Scrapy",Yes,Need someone to review the code written by Rohit to then share with customer,Solutions Enabler,12.5,True,confirmed,2.0,29-06-2026
PIPE_0155,1,12-06-2026,22-06-2026,,Silver,HDFC,,15-06-2026,,,,,High,Not Resourced,Enabler,12.5,"Security by-design, Azure, Data observability",Yes,Tech oversight for MS project,Solutions Enabler,12.5,True,confirmed,16.0,05-10-2026
PIPE_0156,1,08-06-2026,22-06-2026,Additional resource,Silver,Audi,,22-06-2026,,,Build the Proposition,,Complete,Resourced,P ,12.5,,Yes,,Principal,12.5,True,confirmed,16.0,12-10-2026
PIPE_0157,1,08-06-2026,22-06-2026,,Silver,,,22-06-2026,,,,,Complete,Resourced,PA,25,,Yes,,Associate Partner,25.0,True,confirmed,16.0,12-10-2026
PIPE_0158,1,08-06-2026,22-06-2026,,Silver,,,22-06-2026,,,,,Complete,Resourced,Sol Con ,50,"Complex joins, window functions, Logging & alerting, Storage vs compute separation",No,,Solution Consultant,50.0,False,speculative,16.0,12-10-2026
PIPE_0159,1,08-06-2026,22-06-2026,,Silver,,,22-06-2026,,4,,,Complete,Resourced,EM,50,,No,,Solution Consultant,50.0,False,speculative,4.0,20-07-2026
PIPE_0160,1,08-06-2026,22-06-2026,,Silver,,,22-06-2026,No,,,,Complete,Resourced,M,50,,No,,Manager,50.0,False,speculative,16.0,12-10-2026
PIPE_0161,1,08-06-2026,22-06-2026,,Silver,,,22-06-2026,,,,,Complete,Resourced,AC ,100,,No,Updated request reflected AC not SAC updating here,Associate Consultant,100.0,False,speculative,16.0,12-10-2026
PIPE_0162,1,08-06-2026,22-06-2026,,Silver,,,22-06-2026,,,,,Urgent,Not Resourced,SSE  or SE,100,"Antigravity, ShadCN, Next.JS",No,Experienced SE could be used ,Senior Software Engineer,100.0,False,speculative,16.0,12-10-2026
PIPE_0163,3,15-06-2026,29-06-2026,,Gold,Ducati,,29-06-2026,Yes,3,SOW Pending Signature,Value Creation,Complete,Resourced,P,12.5,,No,,Principal,12.5,False,speculative,3.0,20-07-2026
PIPE_0164,3,15-06-2026,29-06-2026,,Gold,,,29-06-2026,,,,,Complete,Resourced,GTM Architect,12.5,,No,,GTM Architect,12.5,False,speculative,16.0,19-10-2026
PIPE_0165,3,15-06-2026,29-06-2026,,Gold,,,29-06-2026,,,,,Complete,Resourced,Sr DS SME,12.5,"Understanding of how to handle large volumes of data. - Handelling large data volumes, Technical Skills - Familiarity with relevant tools and technologies specific to the consulting field.

Proficiency in data analysis software, project management tools, or CRM systems., Communication Skills - Ability to present findings and insights to technical and non-technical stakeholders.",No,,Data Science SME,12.5,False,speculative,16.0,19-10-2026
PIPE_0166,3,15-06-2026,29-06-2026,,Gold,,,29-06-2026,,,,,Complete,Resourced,EM,50,,No,,Solution Consultant,50.0,False,speculative,16.0,19-10-2026
PIPE_0167,3,15-06-2026,29-06-2026,,Gold,,,29-06-2026,,,,,Complete,Resourced,C/SAC/AC,100,,No,Keeping this flexible as understand it will be difficult to find resource – need someone who can be analytical and consultative,Associate Consultant,100.0,False,speculative,16.0,19-10-2026
PIPE_0168,3,15-06-2026,29-06-2026,,Gold,,,29-06-2026,,,,,High,Not Resourced,Sol Con/Enabler/SSE,100,"Cloud AI Platform, Helicone, Bias detection tools",No,Does not need to be DS – ideally would have Snowflake experience. Could drop to a strong SSE if none available,Solution Consultant,100.0,False,speculative,16.0,19-10-2026
PIPE_0169,1,11-06-2026,06-07-2026,,Bronze,Suzuki,,06-07-2026,,4,Build the Proposition,,Medium,Not Resourced,EM,25-50,,No,,Solution Consultant,37.5,False,speculative,4.0,03-08-2026
PIPE_0170,1,11-06-2026,06-07-2026,,Bronze,,,06-07-2026,,,,,Medium,Not Resourced,AC,100,,No,"If not Alyssa, someone with snowball experience, reconciliation experience, and ability to handle client comms if I am 25%",Associate Consultant,100.0,False,speculative,16.0,26-10-2026
PIPE_0171,1,11-06-2026,06-07-2026,New Request,Bronze,,,06-07-2026,Yes,,,,Medium,Not Resourced,PA,12.5,,No,,Associate Partner,12.5,False,speculative,16.0,26-10-2026
PIPE_0172,1,11-06-2026,06-07-2026,,Bronze,,,06-07-2026,,,,,Medium,Not Resourced,Enabler,50,"Spark Streaming, Evaluation & Monitoring- LangSmith, Feature Store",No,"Tech Lead would optimize current manual refresh process to make simpler (but still manual), and review code Ashika built in last phase so snowball experience highly valuable, and ideally Ashika would be the 100% engineer resource",Solutions Enabler,50.0,False,speculative,16.0,26-10-2026
PIPE_0173,1,11-06-2026,06-07-2026,,Bronze,,,06-07-2026,,,,,Medium,Not Resourced,SE,100,"Scrapy, JavaScript-rendered content, Terms of Service considerations",No,"Ashika will only be partially free due to WHK so an alternative solution could be Ashika as Tech Lead, SE/SSE as engineer resource who ideally has SQL & snowball experience, and JQA conducts detailed code review",Software Engineer,100.0,False,speculative,16.0,26-10-2026
PIPE_0174,2,16-06-2026,22-06-2026,,Bronze,Sony,,29-06-2026,,5,SOW Pending Signature,,Complete,Resourced,SC,50,,No,percentage change per Noah's request,Solution Consultant,50.0,False,speculative,5.0,03-08-2026
PIPE_0175,2,16-06-2026,22-06-2026,,Bronze,,,29-06-2026,Yes,,,,Complete,Resourced,SAC,100,,No,,Senior Associate Consultant,100.0,False,speculative,16.0,19-10-2026
PIPE_0176,2,16-06-2026,22-06-2026,,Bronze,,,29-06-2026,,,,,Urgent,Not Resourced,SSE,100,"SAST & DAST, integrations, VPCs",No,SaaS ARR revenue bridge experience,Senior Software Engineer,100.0,False,speculative,16.0,19-10-2026
PIPE_0177,2,16-06-2026,22-06-2026,,Bronze,,,29-06-2026,,,,,Urgent,Not Resourced,SE,100,"Understanding of how to handle large volumes of data. - Handelling large data volumes, Project Management - Skills in planning, executing, and managing projects to meet deadlines and manage resources effectively., Time Management - Strong organizational skills to manage multiple projects and priorities.",No,Databricks,Software Engineer,100.0,False,speculative,16.0,19-10-2026
PIPE_0178,2,17-06-2026,22-06-2026,Replacement,Silver,Samsung,,22-06-2026,,,,,Urgent,Not Resourced,SSE  ,100,"Data Warehousing- Understanding of data warehousing concepts and architecture., Business Acumen - Understanding of business operations and financial principles., Data Governance and Security - data governance & security principles and best practices.",No,Replace the existing resource Supriya with a new Senior Software Engineer (SSE),Senior Software Engineer,100.0,False,speculative,16.0,12-10-2026
PIPE_0179,1,17-06-2026,06-07-2026,New Request,,Apple,,06-07-2026,No ,6,Make it Real,Data Advisory,Urgent,Not Resourced,AP,12.5,,No,,Associate Partner,12.5,False,speculative,6.0,17-08-2026
PIPE_0180,1,17-06-2026,06-07-2026,,,,,06-07-2026,,,,,Urgent,Not Resourced,SC,50,,No,,Solution Consultant,50.0,False,speculative,16.0,26-10-2026
PIPE_0181,1,17-06-2026,06-07-2026,,,,,06-07-2026,,,,,Urgent,Not Resourced,SAC,100,,No,,Senior Associate Consultant,100.0,False,speculative,16.0,26-10-2026
PIPE_0182,1,17-06-2026,06-07-2026,,,,,06-07-2026,,,,,Urgent,Not Resourced,PA,12.5,,No,,Associate Partner,12.5,False,speculative,16.0,26-10-2026
PIPE_0183,1,17-06-2026,06-07-2026,,,,,06-07-2026,,,,,Urgent,Not Resourced,Sol Con,50,"Dimensional, AWS, SQL",No,,Solution Consultant,50.0,False,speculative,16.0,26-10-2026
PIPE_0184,1,17-06-2026,06-07-2026,,,,,06-07-2026,,,,,Urgent,Not Resourced,Enabler,100,"SQL Proficiency-Ability to write complex queries and optimize them for performance., Understanding of how to handle large volumes of data. - Handelling large data volumes, Project Management - Skills in planning, executing, and managing projects to meet deadlines and manage resources effectively.",No,,Solutions Enabler,100.0,False,speculative,16.0,26-10-2026
PIPE_0185,1,17-06-2026,06-07-2026,,,,,06-07-2026,,,,,Urgent,Not Resourced,SSE,100,"GraphQL, Package Management (npm/pnpm), Iterative development & incremental delivery",No,,Senior Software Engineer,100.0,False,speculative,16.0,26-10-2026
PIPE_0186,1,18-06-2026,29-06-2026,New Request,Other,Moto,,29-06-2026,No,6,Opportunity Inception,Exit Support,Medium,Not Resourced,AP,12.5,,No,,Associate Partner,12.5,False,speculative,6.0,10-08-2026
PIPE_0187,1,18-06-2026,29-06-2026,,Other,,,29-06-2026,,,,,Medium,Not Resourced,M,75,,No,,Manager,75.0,False,speculative,16.0,19-10-2026
PIPE_0188,1,18-06-2026,29-06-2026,,Other,,,29-06-2026,,,,,Medium,Not Resourced,SAC,100,,No,,Senior Associate Consultant,100.0,False,speculative,16.0,19-10-2026
PIPE_0189,1,18-06-2026,29-06-2026,,Other,,,29-06-2026,,,,,Medium,Not Resourced,PA,25,,No,,Associate Partner,25.0,False,speculative,16.0,19-10-2026
PIPE_0190,1,18-06-2026,29-06-2026,,Other,,,29-06-2026,,,,,Medium,Not Resourced,Sol Con,50,"VS Code, ANOVA, CrewAI",No,,Solution Consultant,50.0,False,speculative,16.0,19-10-2026
PIPE_0191,1,18-06-2026,29-06-2026,,Other,,,29-06-2026,,,,,Medium,Not Resourced,Enabler,100,"Logging & alerting, Multi-job execution control, JSON / API extraction",No,,Solutions Enabler,100.0,False,speculative,16.0,19-10-2026
